													Groovy	HTML / CSS			Java	JavaScript															SQL		Shell scripting			
												Go		HTML / CSS				JavaScript								PHP											TypeScript	
		C															Java	JavaScript		Kotlin									Python						Shell scripting			
								Dart						HTML / CSS				JavaScript																		Swift	TypeScript	
		C	C#											HTML / CSS			Java	JavaScript											Python		Ruby		SQL					
			C#					Dart				Go					Java	JavaScript		Kotlin								Platform languages	Python			Rust	SQL			Swift	TypeScript	Visual Basic
		C		C++										HTML / CSS			Java	JavaScript		Kotlin		Lua							Python						Shell scripting			
																	Java			Kotlin									Python	R			SQL	Scala	Shell scripting			
																	Java			Kotlin																		
																	Java												Python									
	Assembly	C		C++								Go		HTML / CSS			Java	JavaScript				Lua							Python				SQL		Shell scripting		TypeScript	
			C#									Go																	Python									
				C++								Go					Java			Kotlin													SQL				TypeScript	
		C		C++																									Python				SQL		Shell scripting	Swift		
														HTML / CSS			Java																SQL		Shell scripting			
																	Java																					
																		JavaScript					MATLAB						Python						Shell scripting		TypeScript	
				C++				Dart						HTML / CSS															Python									
	Assembly	C		C++										HTML / CSS			Java	JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
			C#											HTML / CSS				JavaScript											Python								TypeScript	
				C++										HTML / CSS				JavaScript			LabVIEW (G dataflow)					PHP		Platform languages				Rust	SQL		Shell scripting		TypeScript	
												Go		HTML / CSS				JavaScript											Python				SQL		Shell scripting			
	Assembly	C																		Kotlin									Python					Scala				
			C#	C++										HTML / CSS				JavaScript											Python						Shell scripting			
			C#																														SQL		Shell scripting			
				C++														JavaScript		Kotlin																	TypeScript	
		C	C#	C++										HTML / CSS			Java	JavaScript											Python							Swift		
												Go		HTML / CSS			Java	JavaScript		Kotlin									Python			Rust	SQL				TypeScript	
			C#											HTML / CSS																			SQL		Shell scripting		TypeScript	
				C++					Delphi																													
														HTML / CSS				JavaScript								PHP			Python				SQL				TypeScript	
			C#											HTML / CSS			Java	JavaScript														Rust	SQL				TypeScript	
																I don't use programming languages																						
												Go		HTML / CSS				JavaScript											Python				SQL		Shell scripting			
				C++										HTML / CSS			Java												Python				SQL					
																		JavaScript											Python								TypeScript	
																																		Scala	Shell scripting			
														HTML / CSS			Java	JavaScript		Kotlin									Python								TypeScript	
																		JavaScript		Kotlin						PHP										Swift	TypeScript	
																		JavaScript															SQL	Scala	Shell scripting			
														HTML / CSS			Java	JavaScript											Python				SQL		Shell scripting		TypeScript	
														HTML / CSS				JavaScript								PHP							SQL					
																	Java	JavaScript											Python									
			C#														Java	JavaScript															SQL		Shell scripting		TypeScript	
		C	C#	C++																															Shell scripting			
																I don't use programming languages																						
														HTML / CSS			Java	JavaScript		Kotlin									Python		Ruby		SQL		Shell scripting		TypeScript	
																													Python			Rust	SQL		Shell scripting		TypeScript	
				C++													Java	JavaScript											Python				SQL					
																								Objective-C					Python							Swift		Visual Basic
				C++								Go		HTML / CSS			Java	JavaScript															SQL		Shell scripting			
			C#	C++										HTML / CSS															Python									
			C#																										Python									
																		JavaScript											Python				SQL		Shell scripting			Visual Basic
		C	C#	C++								Go		HTML / CSS			Java			Kotlin		Lua							Python				SQL					
			C#									Go										Lua											SQL		Shell scripting			
														HTML / CSS			Java	JavaScript								PHP			Python				SQL					
														HTML / CSS			Java	JavaScript											Python				SQL				TypeScript	
														HTML / CSS			Java	JavaScript											Python				SQL				TypeScript	
														HTML / CSS			Java	JavaScript				Lua							Python				SQL	Scala				
														HTML / CSS				JavaScript								PHP							SQL		Shell scripting			
			C#	C++				Dart						HTML / CSS			Java	JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
			C#											HTML / CSS				JavaScript							Other										Shell scripting		TypeScript	
		C	C#	C++				Dart						HTML / CSS			Java							Objective-C		PHP			Python				SQL		Shell scripting			
														HTML / CSS				JavaScript		Kotlin									Python				SQL		Shell scripting			
																							MATLAB						Python									Visual Basic
														HTML / CSS				JavaScript									Perl											
								Dart						HTML / CSS												PHP									Shell scripting		TypeScript	
														HTML / CSS			Java	JavaScript											Python			Rust	SQL				TypeScript	
			C#	C++								Go		HTML / CSS										Objective-C					Python				SQL		Shell scripting			
			C#											HTML / CSS			Java																SQL					
																		JavaScript								PHP												
																	Java	JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
				C++																									Python						Shell scripting			
			C#											HTML / CSS			Java	JavaScript															SQL					Visual Basic
			C#	C++																						PHP			Python				SQL		Shell scripting			
																	Java	JavaScript											Python						Shell scripting		TypeScript	
			C#											HTML / CSS				JavaScript				Lua											SQL		Shell scripting		TypeScript	
																		JavaScript											Python								TypeScript	
			C#											HTML / CSS				JavaScript																			TypeScript	
												Go					Java								Other												TypeScript	
		C										Go																				Rust						
																										PHP									Shell scripting			
														HTML / CSS			Java	JavaScript											Python		Ruby		SQL		Shell scripting		TypeScript	
	Assembly	C		C++										HTML / CSS			Java	JavaScript				Lua		Objective-C					Python							Swift	TypeScript	
			C#														Java	JavaScript								PHP			Python									
								Dart						HTML / CSS				JavaScript								PHP			Python				SQL				TypeScript	
		C												HTML / CSS			Java	JavaScript				Lua															TypeScript	
																	Java			Kotlin																		
			C#										Groovy	HTML / CSS				JavaScript		Kotlin				Objective-C											Shell scripting	Swift	TypeScript	
			C#											HTML / CSS			Java	JavaScript		Kotlin		Lua							Python				SQL		Shell scripting		TypeScript	
	Assembly	C		C++				Dart				Go		HTML / CSS			Java	JavaScript							Other	PHP			Python			Rust	SQL		Shell scripting		TypeScript	
			C#																																			
														HTML / CSS			Java	JavaScript											Python				SQL					
			C#															JavaScript																			TypeScript	
																													Python				SQL		Shell scripting			
														HTML / CSS				JavaScript								PHP						Rust	SQL		Shell scripting		TypeScript	
														HTML / CSS			Java	JavaScript							Other				Python				SQL		Shell scripting		TypeScript	
												Go		HTML / CSS			Java	JavaScript		Kotlin						PHP			Python		Ruby	Rust	SQL		Shell scripting			
								Dart									Java			Kotlin									Python								TypeScript	
												Go		HTML / CSS			Java	JavaScript										Platform languages	Python				SQL		Shell scripting		TypeScript	
																				Kotlin																		
		C	C#	C++																									Python						Shell scripting		TypeScript	
														HTML / CSS			Java	JavaScript								PHP			Python				SQL		Shell scripting			
												Go		HTML / CSS				JavaScript								PHP							SQL				TypeScript	
				C++								Go					Java	JavaScript						Objective-C					Python			Rust		Scala			TypeScript	
	Assembly	C		C++																									Python			Rust						
																	Java			Kotlin																		
								Dart									Java			Kotlin																Swift		
				C++				Dart				Go	Groovy	HTML / CSS			Java	JavaScript		Kotlin		Lua	MATLAB			PHP			Python			Rust	SQL		Shell scripting	Swift	TypeScript	
		C		C++													Java												Python									
								Dart				Go					Java	JavaScript																		Swift	TypeScript	
								Dart																														
														HTML / CSS						Kotlin									Python				SQL				TypeScript	
			C#	C++								Go		HTML / CSS				JavaScript																			TypeScript	
																													Python									
														HTML / CSS			Java	JavaScript															SQL					
																													Python	R								
	Assembly		C#									Go						JavaScript		Kotlin						PHP							SQL		Shell scripting			
		C		C++				Dart																									SQL					
														HTML / CSS				JavaScript								PHP							SQL		Shell scripting		TypeScript	
														HTML / CSS				JavaScript								PHP							SQL		Shell scripting			
																	Java																SQL					
												Go		HTML / CSS			Java	JavaScript							Other	PHP			Python				SQL		Shell scripting			
						Clojure / ClojureScript							Groovy	HTML / CSS			Java			Kotlin									Python			Rust	SQL	Scala			TypeScript	
																	Java	JavaScript		Kotlin						PHP												
		C	C#	C++																							Perl		Python				SQL		Shell scripting			
								Dart				Go		HTML / CSS				JavaScript								PHP							SQL		Shell scripting		TypeScript	
												Go		HTML / CSS				JavaScript				Lua				PHP			Python						Shell scripting			
																	Java			Kotlin																		
												Go						JavaScript											Python			Rust	SQL		Shell scripting			
			C#														Java																					
														HTML / CSS															Python									
														HTML / CSS				JavaScript											Python				SQL				TypeScript	
														HTML / CSS				JavaScript		Kotlin						PHP										Swift	TypeScript	
																I don't use programming languages																						
	Assembly	C								Elixir		Go		HTML / CSS	Haskell		Java	JavaScript											Python		Ruby	Rust			Shell scripting		TypeScript	
														HTML / CSS				JavaScript								PHP			Python		Ruby							
			C#											HTML / CSS				JavaScript		Kotlin						PHP												
				C++																																		
																										PHP							SQL					
																	Java																SQL					
												Go		HTML / CSS			Java	JavaScript											Python						Shell scripting		TypeScript	
												Go					Java	JavaScript																				
																		JavaScript											Python				SQL		Shell scripting			
		C		C++																									Python						Shell scripting			
								Dart						HTML / CSS			Java	JavaScript		Kotlin									Python						Shell scripting	Swift		
																		JavaScript																			TypeScript	
																I don't use programming languages																						
			C#	C++													Java												Python			Rust	SQL	Scala	Shell scripting			
		C		C++										HTML / CSS			Java	JavaScript								PHP							SQL		Shell scripting			
			C#														Java																SQL	Scala	Shell scripting		TypeScript	
													Groovy	HTML / CSS			Java	JavaScript											Python						Shell scripting		TypeScript	
			C#	C++													Java	JavaScript		Kotlin													SQL					
														HTML / CSS				JavaScript								PHP												
													Groovy	HTML / CSS			Java	JavaScript																	Shell scripting			
																				Kotlin												Rust						
														HTML / CSS				JavaScript				Lua				PHP			Python								TypeScript	
																													Python				SQL	Scala	Shell scripting			
																		JavaScript																			TypeScript	
														HTML / CSS			Java	JavaScript											Python							Swift	TypeScript	
			C#									Go					Java																		Shell scripting			
																	Java	JavaScript																			TypeScript	
		C		C++									Groovy	HTML / CSS			Java	JavaScript											Python						Shell scripting			
			C#											HTML / CSS				JavaScript								PHP						Rust	SQL		Shell scripting			
																	Java	JavaScript																				
		C																																				
												Go		HTML / CSS	Haskell		Java	JavaScript								PHP			Python				SQL		Shell scripting	Swift	TypeScript	
														HTML / CSS			Java	JavaScript								PHP	Perl						SQL		Shell scripting		TypeScript	
				C++																									Python				SQL		Shell scripting			
																	Java	JavaScript											Python				SQL		Shell scripting		TypeScript	
														HTML / CSS			Java																SQL		Shell scripting			
		C		C++						Elixir		Go		HTML / CSS			Java	JavaScript		Kotlin									Python				SQL		Shell scripting		TypeScript	
																		JavaScript																			TypeScript	
								Dart						HTML / CSS			Java	JavaScript								PHP							SQL					
														HTML / CSS			Java	JavaScript		Kotlin									Python									
																													Python							Swift		
		C		C++																							Perl											
														HTML / CSS				JavaScript								PHP												
														HTML / CSS				JavaScript											Python								TypeScript	
			C#	C++				Dart									Java	JavaScript															SQL		Shell scripting		TypeScript	
			C#											HTML / CSS				JavaScript		Kotlin						PHP				R			SQL		Shell scripting			
		C	C#	C++							F#			HTML / CSS																			SQL		Shell scripting		TypeScript	
																		JavaScript													Ruby		SQL					
								Dart												Kotlin																		
												Go																	Python				SQL					
				C++										HTML / CSS			Java	JavaScript											Python									
	Assembly																Java												Python									
			C#															JavaScript											Python			Rust	SQL		Shell scripting		TypeScript	
	Assembly	C		C++										HTML / CSS				JavaScript														Rust	SQL		Shell scripting		TypeScript	
